Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821923	SRR7821924	SRR7821925	SRR7821927	SRR7821937	SRR7821938	SRR7821939	SRR7821940	SRR7821941	SRR7821942
ENSMUSG00000102607	0	0	2	0	1	6	13	10	3	1	2	2	0	0	0
ENSMUSG00000065629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003135	1687	1739	1535	1880	1917	2759	2374	2150	2015	1906	1715	2015	1552	1642	1941
ENSMUSG00000056569	88	39	33	35	44	53	105	24	37	974	1078	1083	622	829	894
ENSMUSG00000038370	2041	1307	1082	1306	1310	3592	4151	2123	2321	4700	6057	4913	4406	6179	6366
ENSMUSG00000050296	12	6	2	4	6	0	12	2	0	1267	104	540	536	780	1018
ENSMUSG00000101617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026335	9080	6892	6295	7629	7840	13707	15700	10345	9620	31517	28129	38490	38473	55282	41181
ENSMUSG00000104140	0	4	4	2	4	4	10	0	2	0	4	2	6	4	2
ENSMUSG00002076269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089782	299	246	185	299	263	342	394	213	269	277	186	261	244	209	312
ENSMUSG00000119063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100711	0	2	0	2	0	0	2	0	0	0	2	0	0	1	0
ENSMUSG00000097608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099634	1	0	0	2	0	6	6	5	5	3	7	2	0	2	1
ENSMUSG00000026192	2721	2859	2037	2963	2194	1635	4197	1487	1225	2786	2692	3555	2351	2402	2860
ENSMUSG00000005677	806	174	231	143	68	104	2291	455	92	3044	407	40	6	80	37
ENSMUSG00000026336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089791	42	29	28	58	51	54	61	50	46	54	40	83	81	47	57
ENSMUSG00002075992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100009	7	9	13	5	16	6	28	11	10	35	8	40	22	12	16
ENSMUSG00000099686	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005674	1598	1493	1322	1706	1239	798	2060	725	530	2416	3338	2231	1927	2253	2158
ENSMUSG00000067028	0	2	0	2	2	0	0	0	0	4	0	1	0	0	0
ENSMUSG00000082431	39	27	21	21	33	12	30	9	11	38	48	59	42	45	37
ENSMUSG00000104104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005681	21617	3654	3625	1708	1247	3664	30404	7826	1335	31709	3964	530	80	571	341
ENSMUSG00000100662	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000087883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099835	9	2	6	8	11	8	3	7	0	6	2	5	3	4	5
ENSMUSG00000100794	2	0	0	2	1	2	8	3	3	4	0	3	2	2	4
ENSMUSG00000099427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058715	10376	11558	9589	13463	10184	8486	10930	5145	4752	2554	2049	3596	2321	2762	4025
ENSMUSG00000100088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100222	3	2	2	2	4	2	3	2	3	7	2	4	5	5	3
ENSMUSG00000100065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100349	4	0	2	2	0	3	9	0	0	5	5	4	1	2	8
ENSMUSG00000099375	25	20	19	41	24	16	164	38	38	42	16	72	22	33	60
ENSMUSG00000077295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099989	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050840	0	2	2	0	5	4	14	2	8	10	14	18	45	76	46
ENSMUSG00000103991	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
ENSMUSG00002075223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099669	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0
ENSMUSG00000099702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013593	8204	7363	6381	8478	8180	13768	10865	10841	11850	10320	11589	9863	8937	11745	11042
ENSMUSG00000047496	242	136	164	165	148	92	514	216	173	647	155	291	171	263	264
ENSMUSG00000099582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101214	1	0	0	0	2	0	2	2	0	6	1	2	1	2	8
ENSMUSG00000067017	828	680	671	904	780	490	998	679	441	409	266	438	253	365	512
ENSMUSG00000006403	589	778	910	1438	2179	7350	4583	8530	9589	391	251	365	125	162	138
ENSMUSG00000056536	1947	2346	2118	2924	2396	1752	4074	2829	2808	2578	1238	3247	1761	2178	2676
ENSMUSG00000100672	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
ENSMUSG00000101219	1	0	0	0	0	2	5	0	0	0	0	0	0	0	1
ENSMUSG00002075378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097403	55	77	73	103	65	108	62	76	70	79	65	77	56	85	84
ENSMUSG00000026404	478	503	396	501	439	541	831	473	390	653	791	783	530	605	722
ENSMUSG00000041498	612	837	581	912	485	57	514	153	85	208	186	232	119	156	91
ENSMUSG00000099337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101413	1	4	0	1	1	0	0	3	1	0	1	0	2	1	0
ENSMUSG00000104414	0	2	0	0	0	0	0	0	0	4	0	0	2	0	0
ENSMUSG00000104366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097229	2	0	2	0	4	0	0	0	0	0	0	0	0	6	2
ENSMUSG00000041483	3670	3887	3997	4738	4524	2354	4332	3679	3216	2857	1719	3372	1933	2317	3237
ENSMUSG00000097448	41	38	23	25	25	45	90	56	36	146	207	271	134	169	214
ENSMUSG00000092912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076813	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103953	2	4	0	1	0	0	2	7	2	4	2	7	3	0	7
ENSMUSG00000104261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026398	278	117	164	93	152	36	372	99	41	457	155	133	40	85	85
ENSMUSG00000088970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103728	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000104112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104118	0	2	12	4	0	0	27	1	10	10	0	32	16	11	14
ENSMUSG00000098045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103038	0	0	8	0	2	1	0	2	0	4	0	6	2	2	0
ENSMUSG00000102277	0	0	2	0	0	0	2	0	0	8	5	10	2	6	2
ENSMUSG00000098145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102142	4	0	16	2	5	0	10	0	0	0	3	5	5	6	3
ENSMUSG00000104145	2	0	0	2	3	2	5	0	0	7	0	1	7	4	6
ENSMUSG00000103427	6	14	14	17	12	0	16	4	0	14	18	28	12	23	14
ENSMUSG00000065565	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000098206	47	47	47	57	51	4	136	34	23	189	30	161	150	136	137
ENSMUSG00000065458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104197	0	0	0	0	4	0	2	0	0	2	0	0	3	0	8
ENSMUSG00002075181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026319	2294	2869	2583	3192	3110	2075	3955	3209	3046	3503	2099	4368	2679	2975	3738
ENSMUSG00000104044	8	2	9	4	0	4	2	12	2	0	0	2	2	6	6
ENSMUSG00000101330	0	1	2	3	3	2	5	0	1	0	4	5	2	4	13
ENSMUSG00000026321	542	745	730	884	866	472	829	427	451	560	471	734	443	527	542
ENSMUSG00000102690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099448	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000102693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051951	4	8	6	4	7	8	32	16	15	59	27	56	25	56	65
ENSMUSG00000102851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103377	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0
ENSMUSG00000104017	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000103025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089699	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4
ENSMUSG00000103201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103147	4	1	5	0	4	8	9	5	0	6	0	8	11	7	4
ENSMUSG00000103161	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ENSMUSG00000102331	0	0	2	0	0	0	2	0	2	4	2	0	4	4	2
ENSMUSG00000102348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102343	0	5	6	5	1	11	5	4	8	0	7	10	1	2	2
ENSMUSG00000025900	563	490	480	517	323	225	1101	181	224	786	696	1138	822	1077	1314
ENSMUSG00000102948	4	0	0	0	0	0	1	0	0	2	2	1	4	0	0
ENSMUSG00000104123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025902	1135	1066	904	949	827	1135	4593	1028	753	3110	4150	3029	2461	3465	3538
ENSMUSG00000104238	2	4	4	4	0	0	6	0	4	18	33	20	12	11	12
ENSMUSG00000102269	21	18	11	23	15	4	149	3	3	130	241	196	107	160	185
ENSMUSG00000118917	0	0	1	1	0	0	7	0	0	9	6	21	5	5	11
ENSMUSG00000103003	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000104328	2	4	0	0	0	0	7	0	0	2	8	13	15	4	12
ENSMUSG00000102735	0	1	0	0	0	0	4	2	0	1	0	2	0	0	0
ENSMUSG00000098104	45	50	29	66	59	72	67	40	46	41	85	60	77	44	79
ENSMUSG00000102175	0	2	1	1	2	0	8	2	0	2	5	2	2	3	2
ENSMUSG00002075947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103265	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103922	111	102	80	108	134	143	159	101	88	155	110	167	117	193	163
ENSMUSG00000038866	3051	3298	3295	4123	3605	2904	3511	2856	2564	2946	2130	3041	2102	2325	2851
ENSMUSG00000102501	0	2	3	0	2	0	7	0	0	6	6	6	0	6	4
ENSMUSG00000097612	4	9	9	2	7	2	15	2	4	6	11	19	10	6	11
ENSMUSG00000101583	8	0	2	2	9	6	15	2	2	15	23	20	2	11	14
ENSMUSG00000044340	2586	2779	2509	2838	2957	2755	4444	2150	1614	4336	4845	4033	3237	3981	4075
ENSMUSG00000103291	6	2	45	0	3	10	16	8	6	6	0	0	11	12	5
ENSMUSG00000100247	5	0	2	4	3	4	0	8	6	3	2	2	4	0	0
ENSMUSG00000099604	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000057329	1454	1659	1467	1746	1671	1138	2260	1500	1304	2347	1770	2862	1687	1745	1982
ENSMUSG00000033845	1549	1371	1122	1562	1215	1354	2361	1064	925	1875	1509	1700	1397	1569	1598
ENSMUSG00000054006	0	0	0	2	0	0	2	2	0	2	0	2	0	0	0
ENSMUSG00000102275	12	14	12	23	27	14	20	22	7	37	33	32	16	28	26
ENSMUSG00000098344	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103348	8	4	0	0	4	0	2	1	0	3	0	2	0	2	2
ENSMUSG00000009905	2034	1786	1814	1987	2474	2539	3371	2471	2977	2684	2360	2727	2084	2526	2988
ENSMUSG00000009907	5821	5900	5647	6694	6793	4634	8794	6415	5992	6568	3935	7377	4940	5415	6729
ENSMUSG00000067006	37	43	15	25	28	2	6	14	10	1793	166	889	1050	1028	891
ENSMUSG00000083613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059956	6	16	2	15	8	4	14	4	33	8091	872	3840	4373	4376	4842
ENSMUSG00000026395	28510	38552	33130	43664	25696	6665	41202	15498	10681	15039	6992	24253	12780	12997	21578
ENSMUSG00000048775	0	0	0	0	0	0	0	0	0	69	2	30	8	24	10
ENSMUSG00000084228	0	0	0	0	0	0	0	0	0	5	0	2	33	4	3
ENSMUSG00000044594	0	0	0	0	0	0	0	0	0	5260	243	2999	2559	3100	3331
ENSMUSG00000104291	39	32	105	26	24	16	50	37	15	120	58	46	97	93	63
ENSMUSG00000099656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099459	2	1	1	3	0	0	2	1	0	1	1	2	2	0	0
ENSMUSG00000102822	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000058017	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000026394	2	0	0	0	2	2	11	0	2	3	18	32	6	17	11
ENSMUSG00000101793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025903	2220	1706	1911	2202	1711	902	3103	1612	941	1830	662	1857	1440	1598	1906
ENSMUSG00000073602	0	0	0	0	0	0	0	0	0	159	2	104	320	162	76
ENSMUSG00000104217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080729	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073601	0	0	0	0	0	0	0	0	0	125	6	43	4676	545	292
ENSMUSG00000084189	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSMUSG00000026393	7017	6746	6917	7838	7949	6830	10966	9257	8489	8066	4813	9051	5910	7664	7954
ENSMUSG00000099510	0	0	0	0	0	0	5	0	0	1	0	2	1	1	0
ENSMUSG00000026327	2	0	3	6	0	4	2	26	17	644	18	295	522	408	502
ENSMUSG00000102651	0	0	6	0	0	0	6	0	4	0	0	0	0	0	0
ENSMUSG00000087210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102448	0	2	20	2	8	1	2	12	6	0	2	11	5	6	0
ENSMUSG00000079588	220	74	44	119	118	249	255	110	168	1512	497	950	1509	2512	2174
ENSMUSG00000094136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033813	2714	2651	2536	3024	2683	2003	4077	2525	2260	2806	1616	3693	2044	2639	2978
ENSMUSG00000062588	34	64	34	39	44	67	31	57	51	48	33	69	32	52	61
ENSMUSG00000103280	0	0	0	2	2	0	0	4	4	0	0	0	0	6	0
ENSMUSG00000100178	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000101877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067001	20	25	21	37	16	2	6	0	0	209	13	75	42	94	114
ENSMUSG00000101919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026193	18434	21006	20062	26908	18327	33574	106180	39503	28066	59529	55979	58584	45660	45319	40336
ENSMUSG00000100180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073652	0	0	2	4	4	10	8	12	4	22	12	4	2	13	4
ENSMUSG00000104199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101834	20	14	13	8	15	24	21	7	18	22	10	24	15	20	28
ENSMUSG00000100319	17	9	6	18	9	23	19	11	12	7	2	7	4	6	23
ENSMUSG00000002459	15	11	7	17	10	18	14	10	13	16	2	17	11	15	22
ENSMUSG00000093436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045515	16	6	2	9	16	14	20	16	15	27	36	32	21	28	22
ENSMUSG00000085623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099784	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000101848	2	2	0	2	2	6	5	2	0	4	15	18	8	18	12
ENSMUSG00000101764	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059483	5	5	4	4	3	6	4	2	4	2	1	1	1	2	3
ENSMUSG00000101496	0	1	0	0	3	2	1	2	1	1	0	1	1	0	0
ENSMUSG00000019230	4	0	0	0	0	0	0	0	4	0	2	2	2	2	6
ENSMUSG00000102123	0	0	0	0	4	0	0	0	0	2	0	0	0	2	0
ENSMUSG00000039395	265	200	147	161	231	417	639	389	282	980	339	466	431	536	444
ENSMUSG00000118839	0	0	142	5	8	21	6	22	2	4	0	0	9	2	1
ENSMUSG00000119668	2	7	217	1	0	0	0	1	0	0	0	0	3	10	0
ENSMUSG00000079283	135	156	139	174	149	262	268	185	224	235	458	247	205	277	303
ENSMUSG00000119873	3	1	9	0	0	0	2	2	1	6	1	0	0	2	0
ENSMUSG00000026315	857	802	817	1029	676	307	945	282	286	1389	1021	1480	869	1170	1234
ENSMUSG00000118790	13	18	370	20	18	45	25	66	2	14	10	6	56	21	4
ENSMUSG00000099808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102365	4	2	10	7	1	2	2	4	0	0	1	6	4	4	4
ENSMUSG00000077237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101477	0	0	0	2	0	0	0	0	1	0	0	0	2	3	0
ENSMUSG00000099484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100041	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000060679	1643	1784	1443	1889	1933	2082	2324	1906	1961	2079	1897	2269	1470	1878	2003
ENSMUSG00000077448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026189	782	259	276	214	184	291	1277	389	167	1597	571	500	377	425	496
ENSMUSG00000041907	4	1	4	6	0	6	8	2	0	15	4	15	8	8	2
ENSMUSG00002075628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026188	12	4	6	10	8	4	21	6	6	4	3	18	12	14	4
ENSMUSG00000026187	1022	1031	850	1136	1063	1161	1581	1149	958	1238	1089	1819	1166	1427	1564
ENSMUSG00000039372	492	341	375	408	474	461	642	400	451	484	498	616	500	569	588
ENSMUSG00000085812	5	6	2	0	4	2	3	3	2	5	1	0	0	5	2
ENSMUSG00000033793	3928	3797	3422	4209	3922	4704	5066	3895	3712	3952	2379	4610	2925	3573	3606
ENSMUSG00000070939	3648	4036	3406	4452	4407	5993	6835	4676	4414	5701	5666	6107	4729	4987	5856
ENSMUSG00000104352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104046	0	0	0	0	0	0	1	0	3	2	2	0	0	0	0
ENSMUSG00000102907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041878	19	21	29	10	14	55	39	34	20	38	26	48	36	38	43
ENSMUSG00000010290	1492	1256	1244	1269	1294	1299	2358	1248	1165	2285	1527	2349	1990	2086	2276
ENSMUSG00000038179	4184	4399	3200	4310	3206	134	1430	272	195	875	476	1247	789	712	778
ENSMUSG00000025905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103083	10	10	6	10	9	16	4	2	4	6	0	11	6	8	2
ENSMUSG00002076544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103137	0	0	1	0	0	0	0	2	3	1	0	0	6	1	4
ENSMUSG00000103519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033774	6	6	7	8	20	40	13	20	8	2	12	19	12	0	12
ENSMUSG00000103090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008136	351	260	223	281	301	326	367	209	286	957	666	1059	974	3513	2147
ENSMUSG00000094497	17	16	12	22	16	11	17	10	8	8	22	6	9	9	13
ENSMUSG00000099576	0	6	2	0	1	1	2	0	2	8	10	4	0	0	10
ENSMUSG00000015355	4103	4028	3270	4508	2562	712	3361	887	778	1588	773	2295	1326	1270	1760
ENSMUSG00000099694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103883	0	14	6	4	11	2	2	3	5	2	0	2	4	2	3
ENSMUSG00000101923	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4
ENSMUSG00000059058	218	236	199	253	220	178	290	136	132	211	297	184	105	176	220
ENSMUSG00000104224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104440	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSMUSG00002075752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056268	2742	3006	2904	3245	3040	1357	3382	2682	2065	2198	986	2410	1495	1650	2169
ENSMUSG00000066877	2011	2012	1654	2103	1839	1781	2570	1517	1452	2705	3812	3204	2107	2527	2680
ENSMUSG00000103422	0	0	13	0	2	0	2	0	2	2	0	0	4	2	2
ENSMUSG00000103945	44	112	83	97	104	17	102	27	73	59	60	101	36	40	68
ENSMUSG00000104436	0	0	29	4	15	0	8	10	5	0	0	4	7	8	8
ENSMUSG00000104900	6	4	8	5	8	5	5	8	8	8	0	1	12	2	3
ENSMUSG00000026051	14	2	12	10	14	4	6	6	6	41	53	74	16	64	39
ENSMUSG00000102626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000015316	959	1102	910	1165	808	474	1097	434	277	263	127	379	186	128	283
ENSMUSG00000085361	0	2	0	1	0	0	2	0	0	0	0	0	1	0	0
ENSMUSG00000102157	2	6	10	2	3	0	4	4	0	0	0	0	12	6	4
ENSMUSG00000105936	2	2	0	0	0	12	0	0	4	0	0	1	4	0	0
ENSMUSG00000102451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102243	11	4	16	1	8	4	8	6	2	4	0	10	4	6	0
ENSMUSG00000039354	1872	2010	1836	2148	1983	1611	2622	1482	1244	2427	2871	2835	1993	2212	2609
ENSMUSG00000110712	2	2	2	0	4	0	4	0	0	2	1	2	0	0	0
ENSMUSG00000063681	33	35	23	42	10	16	88	16	14	84	106	78	34	76	84
ENSMUSG00000103844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025907	3743	4445	4745	5226	5206	3069	9047	6846	5890	5277	2142	7144	3786	5347	6637
ENSMUSG00000033964	1166	1352	1505	1680	1653	682	2625	1940	1628	2121	952	2378	1297	1909	2160
ENSMUSG00000039342	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSMUSG00000087247	19	16	14	20	12	6	31	6	3	16	16	36	41	34	37
ENSMUSG00000103355	0	0	0	4	6	0	2	2	0	0	0	1	0	1	7
ENSMUSG00000102706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
