Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821923	SRR7821924	SRR7821925	SRR7821927	SRR7821937	SRR7821938	SRR7821939	SRR7821940	SRR7821941	SRR7821942
ENSMUSG00000114090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041846	4320	5097	4567	5706	4861	2958	7307	5071	3997	4868	2877	5932	3482	4215	5542
ENSMUSG00000036231	363	293	277	280	198	195	480	217	172	320	238	479	339	401	465
ENSMUSG00000092054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020581	99	53	68	68	68	144	160	350	264	87	96	179	137	151	166
ENSMUSG00000113178	9	0	0	2	3	6	5	0	2	288	105	194	178	330	259
ENSMUSG00000119861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020577	5527	4083	3618	3733	3099	2057	8560	1736	1328	14615	13746	14737	11366	13336	14142
ENSMUSG00000059301	45	52	32	44	42	24	57	24	15	35	10	29	14	33	30
ENSMUSG00000048118	3250	3948	3636	4261	3702	1445	5254	2958	2771	4500	4311	5448	3552	4435	5420
ENSMUSG00000021078	0	3	2	0	0	0	6	0	0	2	8	10	2	2	0
ENSMUSG00000047014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00002075596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021079	578	594	533	710	670	660	1191	696	751	762	602	865	599	733	840
ENSMUSG00000020547	1130	1114	901	1208	1128	1847	2214	1533	1744	2260	1856	2154	1675	2506	2335
ENSMUSG00000113732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113349	0	0	6	0	0	0	0	0	0	5	2	2	1	0	0
ENSMUSG00000036188	975	880	819	869	900	639	1323	505	520	1860	1629	2273	1480	1417	1824
ENSMUSG00000113511	2	5	4	6	3	4	10	4	2	15	3	13	6	8	5
ENSMUSG00000021187	879	1241	1422	1633	1939	1129	1669	2084	1992	935	276	1735	671	822	1179
ENSMUSG00000090152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036169	8	10	2	7	4	2	8	4	6	67	26	14	20	52	58
ENSMUSG00000088906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091007	4	3	7	3	13	10	21	10	2	9	20	21	3	21	15
ENSMUSG00000021186	934	723	615	614	925	1817	2735	1280	1149	10108	11415	10561	6915	7833	8060
ENSMUSG00000034601	664	638	603	723	517	325	1055	447	373	849	761	1041	614	847	905
ENSMUSG00000113878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044548	709	669	467	636	720	805	782	628	465	1379	1457	1347	1073	1166	1056
ENSMUSG00000087109	0	4	2	0	0	0	0	0	0	0	2	0	0	0	2
ENSMUSG00000113278	0	0	0	0	2	0	0	0	2	2	3	2	0	5	4
ENSMUSG00000100668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021188	3704	5131	4850	5742	5559	2460	7682	6326	6103	5205	3376	7391	3385	4952	5984
ENSMUSG00000113630	8	5	3	11	4	5	5	1	2	31	8	12	6	14	13
ENSMUSG00000093758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093437	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSMUSG00000093579	9	34	25	26	32	20	36	34	15	21	11	33	34	30	31
ENSMUSG00000114028	2	0	4	0	0	0	1	2	1	2	12	3	5	5	4
ENSMUSG00002076454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043153	164	190	148	193	236	124	261	148	104	442	287	449	247	299	315
ENSMUSG00000114135	6	0	8	8	4	10	3	6	5	3	9	8	8	4	1
ENSMUSG00000092998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112974	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00002074952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113764	0	0	4	0	0	0	0	2	5	0	0	3	6	10	0
ENSMUSG00000021189	1861	1833	1889	2360	2172	1734	3719	2459	2150	2974	1868	3382	2262	2974	3685
ENSMUSG00000036144	527	494	445	503	444	181	820	247	162	1761	1395	1743	1254	1502	1561
ENSMUSG00000113902	3640	3355	2978	3526	2631	3479	3753	2157	2198	2690	1385	3473	2295	3043	2722
ENSMUSG00000041781	3490	3727	3219	4232	3840	2243	4356	2177	2057	3004	2382	3856	2289	2821	3271
ENSMUSG00000090050	0	7	0	0	0	2	0	0	1	2	6	4	8	9	2
ENSMUSG00000050103	1264	805	741	852	619	534	1419	637	567	1405	533	1284	857	1030	1221
ENSMUSG00000113005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114007	0	0	2	0	0	0	0	0	0	2	0	7	1	4	2
ENSMUSG00000034574	5272	5452	4943	5747	5467	2056	7186	3219	2675	8910	7018	9324	5810	8003	9266
ENSMUSG00000098224	0	2	2	0	4	2	5	2	2	4	3	2	1	2	3
ENSMUSG00000114155	2	3	2	1	0	3	2	0	4	2	1	3	0	2	3
ENSMUSG00000043398	62	41	33	51	30	40	141	38	48	84	54	115	119	103	131
ENSMUSG00000019718	260	134	159	147	87	61	351	93	47	419	427	431	390	433	344
ENSMUSG00000041771	1101	1260	1120	1169	1420	1608	2967	1431	1100	1796	2136	2267	1546	1764	2730
ENSMUSG00000105037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005078	1255	1008	765	1035	976	897	1604	622	564	1862	1657	1929	1183	1696	1684
ENSMUSG00000021086	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113976	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00002076562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044456	7276	8464	7377	8459	8811	13188	15577	9030	8152	5398	7207	5654	5127	5353	6316
ENSMUSG00000036095	22	35	41	18	15	10	70	49	22	219	170	221	146	258	236
ENSMUSG00000113154	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
ENSMUSG00000113608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113941	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000113248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113968	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000113520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021087	450	488	463	561	415	329	796	346	242	786	1143	935	642	804	771
ENSMUSG00000021090	66	92	129	104	120	22	178	80	100	105	135	190	66	95	170
ENSMUSG00002076912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034501	871	837	805	945	968	829	1550	765	688	1438	1398	1559	1300	1353	1536
ENSMUSG00000109482	495	95	96	43	29	36	602	115	20	735	89	11	0	18	5
ENSMUSG00000113143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021094	2844	2568	2440	2962	3173	5945	4470	3822	3553	3464	3837	3976	2976	3342	3607
ENSMUSG00000112989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021096	5733	5228	5032	6158	6412	11999	10103	8689	8185	8712	6332	8274	7004	7408	8335
ENSMUSG00000113779	4	0	0	0	2	0	4	0	0	0	4	0	0	0	0
ENSMUSG00000004151	553	461	504	597	432	186	563	353	265	1058	722	1157	773	1068	1000
ENSMUSG00000113229	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0
ENSMUSG00000113933	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000113108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113266	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113343	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000113384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113761	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000114147	40	62	9	45	44	23	70	42	36	28	18	74	10	32	36
ENSMUSG00000047446	3068	3061	2989	3453	4283	4753	3903	5201	4554	2443	1301	2521	1912	2102	2553
ENSMUSG00000086315	0	2	3	0	0	0	1	1	0	1	0	1	2	0	1
ENSMUSG00000021098	0	4	2	3	2	0	3	0	3	0	1	3	8	2	8
ENSMUSG00000021099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051367	259	206	257	239	286	341	394	227	267	592	324	551	430	595	550
ENSMUSG00000034460	552	406	561	506	504	519	919	513	469	736	590	862	610	742	1063
ENSMUSG00000002565	104	129	91	59	142	76	110	56	55	83	76	144	196	187	177
ENSMUSG00000071342	21	8	4	6	15	4	23	23	14	85	31	61	80	149	132
ENSMUSG00000090387	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000021103	767	769	691	729	879	1016	1296	812	742	1118	924	1304	989	1059	1081
ENSMUSG00000119928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034442	640	612	512	636	520	364	827	419	418	697	608	920	511	760	778
ENSMUSG00000044712	677	805	657	755	704	527	1433	666	567	1440	1091	1561	1083	1269	1381
ENSMUSG00000001627	6445	6768	6288	7744	8560	7634	9364	7203	6081	3863	2466	4883	3204	3841	4355
ENSMUSG00000113425	46	99	66	100	91	114	203	138	158	151	186	170	166	133	146
ENSMUSG00000090582	100	163	145	210	182	156	322	246	212	111	70	176	110	102	191
ENSMUSG00000089371	6	2	7	3	2	10	13	2	2	7	1	1	0	2	1
ENSMUSG00000113582	0	0	0	1	2	0	2	0	0	0	2	2	0	0	0
ENSMUSG00000114178	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000035983	23	13	8	14	15	10	19	10	2	22	16	35	20	30	43
ENSMUSG00000113181	0	0	0	0	0	6	0	2	1	0	0	0	0	1	4
ENSMUSG00000113099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034435	963	872	1012	1181	1163	2048	1577	1500	1290	1130	1078	1248	836	930	1244
ENSMUSG00000113800	13	7	9	21	0	16	34	28	15	52	42	26	20	20	25
ENSMUSG00000021198	224	193	141	159	188	350	625	391	189	369	330	536	475	489	893
ENSMUSG00002075557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021108	5979	6584	5611	7064	7351	11945	7893	9054	8757	6598	7326	6400	5395	5989	6484
ENSMUSG00000055917	1424	1443	1200	1561	1354	931	1968	1125	963	1600	1082	2201	1093	1534	1857
ENSMUSG00000041669	3	0	6	0	2	0	0	2	10	46	34	30	42	28	22
ENSMUSG00000096753	15	40	8	26	20	15	70	13	5	43	69	80	29	54	58
ENSMUSG00000021200	513	385	238	367	305	190	516	171	121	2677	1655	1682	1860	2986	2374
ENSMUSG00000090185	12	5	9	4	2	0	0	4	0	3	6	5	0	6	4
ENSMUSG00000110677	2	2	0	6	0	0	0	0	0	1	1	9	0	3	2
ENSMUSG00000021203	451	267	292	363	278	187	491	123	102	1238	1191	1191	807	847	886
ENSMUSG00000055271	10	7	21	8	21	27	34	15	23	13	39	24	8	4	16
ENSMUSG00000041645	5912	6452	5620	7580	6851	5666	6048	4551	4603	5648	6537	6200	4438	4860	5337
ENSMUSG00000113328	347	419	394	448	369	154	450	292	262	412	337	571	292	285	424
ENSMUSG00000113022	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0
ENSMUSG00000113962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113845	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000113974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000034402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035954	3772	5094	4157	5402	4387	1547	6459	2808	1805	9349	8301	9990	5516	7225	8128
ENSMUSG00000113435	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000113510	0	0	1	1	0	2	1	0	2	4	1	0	2	0	0
ENSMUSG00000113337	0	1	0	1	2	2	2	9	9	3	0	2	0	0	0
ENSMUSG00000114166	0	2	2	0	4	7	5	10	15	0	0	0	0	2	2
ENSMUSG00000114130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046768	5513	5197	4681	5592	6815	9151	8050	7802	7915	5347	5420	5332	3782	4709	5555
ENSMUSG00000048982	0	2	0	6	0	8	4	4	2	0	0	0	2	0	0
ENSMUSG00000056899	148	56	46	66	69	100	202	92	49	248	258	186	147	179	201
ENSMUSG00000113994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000113516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036295	195	120	132	97	132	136	498	186	185	988	935	1146	757	1007	928
ENSMUSG00000113766	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0
ENSMUSG00000113438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112844	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000112258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111960	0	4	0	5	3	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000112038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111920	0	0	0	0	2	0	1	2	0	0	0	0	1	0	2
ENSMUSG00000064215	5166	4345	3491	4547	3813	1557	3523	1090	953	7051	8446	7947	4606	4512	4642
ENSMUSG00000021051	3007	2938	2559	3370	2934	3174	4762	3173	2843	4092	2524	4725	3246	3793	4123
ENSMUSG00000112254	20	26	18	12	15	4	40	23	16	34	28	19	21	18	10
ENSMUSG00000112459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014905	3329	2580	2677	3016	3082	2728	4884	2973	2741	2741	1104	3345	2265	2552	2849
ENSMUSG00000093618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079017	10280	8908	8169	10828	8022	660	1188	513	554	5111	5535	7568	3337	1471	5726
ENSMUSG00000045690	106	103	96	82	64	30	170	34	34	163	103	157	132	158	127
ENSMUSG00000118552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021208	117	84	108	107	86	6	14	2	6	52	34	13	6	8	9
ENSMUSG00000021054	2664	1958	1996	2314	2090	2852	3389	2470	1786	2793	1572	3175	2221	2473	2801
ENSMUSG00000113383	3	7	4	4	3	5	3	9	4	10	2	15	7	4	4
ENSMUSG00000036257	4128	3807	3735	4494	4426	4187	7978	6513	5982	5864	3096	6363	4293	5481	6071
ENSMUSG00000112795	18	28	12	22	39	29	45	15	20	22	21	48	28	38	21
ENSMUSG00000021209	315	311	366	442	429	225	997	548	423	1817	1367	1867	930	1044	1091
ENSMUSG00000061947	1521	412	384	166	187	178	931	328	63	1236	235	66	33	65	57
ENSMUSG00000101916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060807	1720	351	348	169	126	293	2906	769	122	3193	426	48	8	37	17
ENSMUSG00000071179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071178	12210	2362	2124	1064	715	1842	15445	4156	776	19407	1935	314	49	339	190
ENSMUSG00000090989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071177	7336	1332	1297	557	409	1042	9138	2610	411	11365	1104	150	22	172	89
ENSMUSG00000090466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090555	78	15	19	10	5	13	184	32	9	210	32	8	1	7	2
ENSMUSG00000091902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066366	3252	622	835	329	207	532	5035	1249	216	5095	614	123	19	76	79
ENSMUSG00000091307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079015	5194	1124	1174	644	372	1005	8482	2809	440	9369	884	157	15	164	95
ENSMUSG00000086432	0	3	2	5	0	0	4	2	0	16	8	34	34	8	19
ENSMUSG00000092040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072849	312	41	60	39	35	182	750	142	38	1923	128	18	9	19	18
ENSMUSG00000063232	73	22	22	20	14	26	178	63	14	169	62	14	9	9	12
ENSMUSG00000093753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058260	302	197	153	228	178	115	236	130	144	452	369	434	400	464	591
ENSMUSG00000102694	0	0	0	0	0	2	0	0	3	0	0	2	0	0	4
ENSMUSG00000041567	26	12	0	4	2	2	71	21	14	50	16	7	6	0	6
ENSMUSG00000092075	4	0	2	4	7	2	17	4	6	26	2	0	0	0	0
ENSMUSG00000041550	2	0	2	0	0	0	2	0	0	0	0	0	0	0	4
ENSMUSG00002076045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041536	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0
ENSMUSG00000066364	4	10	4	10	0	164	18	53	42	7	4	22	10	0	12
ENSMUSG00000066361	2012	2091	2233	2443	3557	4017	2676	4050	3733	1212	1411	1174	1037	1049	1023
ENSMUSG00000091573	2	5	13	5	4	0	6	1	2	0	2	10	0	0	0
ENSMUSG00000091553	46	65	43	55	42	11	15	11	9	6	0	11	2	1	2
ENSMUSG00000020598	73	49	89	125	66	89	327	119	121	1030	866	1259	394	734	554
ENSMUSG00000112056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112448	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000112823	56	30	36	45	28	13	42	33	35	48	48	19	34	24	39
ENSMUSG00000046314	1441	1040	1079	1093	1042	874	2817	1276	1024	3157	2111	3192	2264	2743	3024
ENSMUSG00000081636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086012	0	2	10	2	2	3	6	10	11	4	0	10	12	7	10
ENSMUSG00000088852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112859	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000064800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112811	0	1	2	2	1	0	2	0	2	0	0	2	2	1	0
ENSMUSG00000112174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112169	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0
ENSMUSG00000021047	172	142	161	142	218	157	371	286	254	629	390	631	469	568	557
ENSMUSG00000112358	15	27	15	34	24	15	76	74	46	87	36	164	112	114	121
ENSMUSG00000112420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112483	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0
ENSMUSG00002076225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000112908	72	89	42	57	46	74	99	82	43	61	69	87	51	59	56
ENSMUSG00000111984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091277	143	113	109	104	130	200	207	164	155	174	58	186	134	187	189
ENSMUSG00000112005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108639	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00001118661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098099	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020950	0	0	2	2	0	0	2	0	0	8	2	6	8	11	24
ENSMUSG00000089922	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2
ENSMUSG00000104861	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000112486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112605	23	11	11	17	9	32	29	12	17	19	19	7	8	14	26
ENSMUSG00000098219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002688	680	725	577	782	845	823	1300	800	557	1690	1745	2100	1563	1458	1811
ENSMUSG00000066363	35215	30317	27815	31979	24741	2253	2282	1846	1571	474	207	545	158	141	151
ENSMUSG00000112372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063450	7663	8421	7999	8554	8277	6876	16476	7107	5819	18711	23998	22701	14942	18181	22053
ENSMUSG00000112685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112926	15	7	9	2	7	6	13	5	2	9	11	12	8	6	6
ENSMUSG00000041481	16897	17165	14137	16408	11796	1005	1829	853	725	570	385	628	345	292	261
ENSMUSG00000046620	0	0	2	2	0	0	7	0	2	5	0	2	0	0	10
ENSMUSG00000101862	4	4	1	0	0	3	3	2	4	4	6	5	1	5	4
ENSMUSG00000118588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092922	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079014	651	743	662	685	732	283	581	283	257	123	124	181	91	98	105
ENSMUSG00000079013	0	2	0	2	1	1	2	1	2	0	0	1	1	0	0
ENSMUSG00000058207	9656	1657	1812	1106	877	2062	14500	3722	825	19604	2362	288	68	341	145
ENSMUSG00000079012	4765	2950	3665	4307	5458	5096	6858	4515	4062	2271	399	147	98	199	151
ENSMUSG00000091157	0	6	0	0	0	0	4	0	1	0	0	0	0	0	0
ENSMUSG00000021091	53708	60911	59761	82316	83646	83237	97449	77199	83184	9048	7769	9770	6595	7546	6803
ENSMUSG00000077398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035293	1222	1764	1563	1859	1512	409	2194	1048	872	1263	364	1657	1044	1010	1452
ENSMUSG00000021095	0	0	0	0	0	0	2	0	2	11	8	22	13	8	12
ENSMUSG00000114826	0	0	2	0	0	0	4	0	0	8	10	13	45	10	33
ENSMUSG00000112954	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSMUSG00000021055	33	31	55	41	55	24	189	50	43	253	439	333	308	339	338
ENSMUSG00000046580	28	15	29	33	26	25	53	34	12	46	66	35	39	45	37
ENSMUSG00000021056	0	2	0	0	2	1	2	0	0	0	2	0	0	0	2
ENSMUSG00000020952	3138	3702	3101	3780	3503	1618	4110	2179	2089	2957	1885	3978	2031	2536	2885
ENSMUSG00000111959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020953	54	75	32	42	66	19	20	23	24	26	32	68	41	40	44
ENSMUSG00000020954	3486	3552	3486	4238	4439	3013	7166	5120	4568	5789	3125	6674	4669	6253	6523
ENSMUSG00000021048	3657	3186	2719	3394	2922	2576	7137	2928	1897	8526	9374	8143	5224	6253	6868
